show_id,title,type,platform,primary_genre,imdb_rating,rotten_tomatoes_score,duration_minutes,release_year,hours_watched_million,engagement,score,release_period,total_titles,avg_imdb,avg_rt,total_hours_watched_million,avg_budget,total_awards
s2715,The Gentlemen,TV Show,Paramount+,Reality TV,7.1,80,,2022,0,0,7.46,Recent,618,6.56,65.36,37974,,146
s2716,Between Two Worlds,Movie,Amazon Prime Video,Action,3.1,36,87.0,2019,18,18,3.3,Recent,1078,6.78,67.18,72029,49.17,321
s2717,Mr. Robot,TV Show,Netflix,Crime,8.5,91,,2019,224,224,8.74,Recent,1002,6.83,68.01,65679,20.92,261
s2718,A Broken Promise,Movie,Netflix,Drama,6.5,70,60.0,2023,0,0,6.7,Recent,2832,6.82,67.28,188250,20.92,853
s2719,Ozark,TV Show,Apple TV+,Kids,7.4,77,,1991,146,146,7.52,Older,388,6.81,67.13,28861,,114
s2720,The Sandman: Revenge,TV Show,Disney+,Crime,7.6,74,,2015,0,0,7.52,Mid,1002,6.83,68.01,65679,20.92,261
s2721,The Last Dance,Movie,Hulu,Action,6.8,55,76.0,1994,56,56,6.28,Older,1078,6.78,67.18,72029,49.17,321
s2722,Wednesday,TV Show,Disney+,Thriller,7.2,59,,2022,0,0,6.68,Recent,1155,6.79,67.52,83691,20.39,367
s2723,A Quiet Place,Movie,Netflix,Action,5.7,70,131.0,2020,0,0,6.22,Recent,1078,6.78,67.18,72029,49.17,321
s2724,In the Depths of Night,Movie,Netflix,Drama,7.8,80,165.0,2017,8,8,7.88,Recent,2832,6.82,67.28,188250,20.92,853
s2725,The Last Dance,Movie,Amazon Prime Video,Sci-Fi,8.9,79,49.0,1984,0,0,8.5,Older,873,6.85,68.19,83711,48.59,303
s2726,Echoes,Movie,Amazon Prime Video,Drama,6.5,66,127.0,2023,521,521,6.54,Recent,2832,6.82,67.28,188250,20.92,853
s2727,Lupin,TV Show,Netflix,Kids,7.7,84,,2022,1037,1037,7.98,Recent,388,6.81,67.13,28861,,114
s2728,When Love Breaks,Movie,Disney+,Drama,5.2,54,79.0,2005,116,116,5.28,Older,2832,6.82,67.28,188250,20.92,853
s2729,Paradox,Movie,Hulu,Adventure,8.0,86,139.0,2021,5,5,8.24,Recent,332,6.86,67.9,29049,19.63,104
s2730,A Broken Promise,Movie,Disney+,Horror,8.3,79,142.0,2024,9,9,8.14,Recent,519,6.55,64.52,39706,21.33,128
s2731,When We Were Young,Movie,Netflix,Comedy,8.1,74,106.0,1996,55,55,7.82,Older,2180,6.86,68.5,152111,20.3,694
s2732,A Distant Memory,Movie,Netflix,Drama,7.1,74,90.0,1992,8,8,7.22,Older,2832,6.82,67.28,188250,20.92,853
s2733,The Lincoln Lawyer,TV Show,Disney+,Comedy,7.2,67,,2009,1,1,7.0,Mid,2180,6.86,68.5,152111,20.3,694
s2734,Money Heist,TV Show,Hulu,Drama,7.1,63,,2021,224,224,6.78,Recent,2832,6.82,67.28,188250,20.92,853
s2735,Revelation,Movie,Apple TV+,Comedy,8.3,82,110.0,2018,4,4,8.26,Recent,2180,6.86,68.5,152111,20.3,694
s2736,When the Stars Fall,Movie,Amazon Prime Video,Comedy,7.1,62,90.0,2018,2,2,6.74,Recent,2180,6.86,68.5,152111,20.3,694
s2737,In the Shadow of Giants,Movie,Netflix,Horror,6.8,54,133.0,2011,0,0,6.24,Mid,519,6.55,64.52,39706,21.33,128
s2738,The Last Journey,Movie,Netflix,Sci-Fi,6.6,60,116.0,2015,0,0,6.36,Mid,873,6.85,68.19,83711,48.59,303
s2739,The Cartographer,Movie,Amazon Prime Video,Sci-Fi,7.8,77,106.0,2019,98,98,7.76,Recent,873,6.85,68.19,83711,48.59,303
s2740,Beyond the Silence,Movie,Peacock,Drama,9.5,99,86.0,2017,2,2,9.66,Recent,2832,6.82,67.28,188250,20.92,853
s2741,The Sandman,TV Show,Disney+,Reality TV,5.7,61,,2022,1131,1131,5.86,Recent,618,6.56,65.36,37974,,146
s2742,Beyond Forever,Movie,Netflix,Horror,6.4,58,143.0,2016,116,116,6.16,Recent,519,6.55,64.52,39706,21.33,128
s2743,Fallout,TV Show,Disney+,Sports,6.7,78,,2025,4,4,7.14,Recent,76,6.82,68.59,11368,,26
s2744,Shogun: Return,TV Show,Amazon Prime Video,Thriller,7.3,70,,2019,11,11,7.18,Recent,1155,6.79,67.52,83691,20.39,367
s2745,Beyond the Silence,Movie,Hulu,Drama,7.6,78,76.0,2002,1,1,7.68,Older,2832,6.82,67.28,188250,20.92,853
s2746,The Last Whisper,Movie,HBO Max,Crime,8.9,99,114.0,2021,85,85,9.3,Recent,1002,6.83,68.01,65679,20.92,261
s2747,Money Heist,TV Show,Amazon Prime Video,Animation,6.3,65,,2015,1,1,6.38,Mid,876,6.8,67.75,72738,52.61,267
s2748,Between Two Worlds,Movie,Hulu,Comedy,8.2,86,110.0,2007,45,45,8.36,Mid,2180,6.86,68.5,152111,20.3,694
s2749,In the Shadow of Giants,Movie,Apple TV+,Horror,7.4,59,104.0,2011,18,18,6.8,Mid,519,6.55,64.52,39706,21.33,128
s2750,Revelation,Movie,Hulu,Thriller,9.1,86,114.0,2018,14,14,8.9,Recent,1155,6.79,67.52,83691,20.39,367
s2751,House of Cards,TV Show,Peacock,Reality TV,6.6,75,,2020,2,2,6.96,Recent,618,6.56,65.36,37974,,146
s2752,The Pilgrim,Movie,Netflix,Mystery,7.5,81,113.0,2017,0,0,7.74,Recent,368,6.97,69.91,26928,18.61,156
s2753,The Witcher,TV Show,HBO Max,Crime,6.6,69,,2026,52,52,6.72,Recent,1002,6.83,68.01,65679,20.92,261
s2754,A Quiet Place,Movie,Netflix,Comedy,6.9,63,91.0,2023,21,21,6.66,Recent,2180,6.86,68.5,152111,20.3,694
s2755,Fallout: Return,TV Show,Paramount+,Comedy,9.8,94,,1997,5,5,9.64,Older,2180,6.86,68.5,152111,20.3,694
s2756,Money Heist,TV Show,Netflix,Drama,5.0,40,,2021,40,40,4.6,Recent,2832,6.82,67.28,188250,20.92,853
s2757,Paradox,Movie,Netflix,Action,6.6,61,109.0,2011,1,1,6.4,Mid,1078,6.78,67.18,72029,49.17,321
s2758,Beyond Reality,Movie,Amazon Prime Video,Animation,8.9,82,92.0,2023,0,0,8.62,Recent,876,6.8,67.75,72738,52.61,267
s2759,Squid Game: Return,TV Show,Netflix,Kids,5.4,63,,2019,48,48,5.76,Recent,388,6.81,67.13,28861,,114
s2760,The Watchmaker,Movie,Netflix,Drama,7.3,86,150.0,2024,64,64,7.82,Recent,2832,6.82,67.28,188250,20.92,853
s2761,Black Mirror,TV Show,Netflix,Reality TV,6.8,61,,2007,9,9,6.52,Mid,618,6.56,65.36,37974,,146
s2762,The Witcher,TV Show,Netflix,Animation,5.6,56,,2026,2,2,5.6,Recent,876,6.8,67.75,72738,52.61,267
s2763,The Recruit: Origins,TV Show,Paramount+,Reality TV,6.7,61,,2026,0,0,6.46,Recent,618,6.56,65.36,37974,,146
s2764,The White Lotus,TV Show,Amazon Prime Video,Reality TV,6.8,71,,2015,312,312,6.92,Mid,618,6.56,65.36,37974,,146
s2765,Narcos,TV Show,Netflix,Drama,8.3,71,,1992,3,3,7.82,Older,2832,6.82,67.28,188250,20.92,853
s2766,The Morning Show,TV Show,Disney+,Documentary,5.8,52,,2022,588,588,5.56,Recent,1065,6.91,68.65,61809,3.64,360
s2767,Beyond Forever,Movie,Disney+,Action,6.9,63,114.0,2026,73,73,6.66,Recent,1078,6.78,67.18,72029,49.17,321
s2768,The Crown,TV Show,Peacock,Drama,6.4,53,,2003,43,43,5.96,Older,2832,6.82,67.28,188250,20.92,853
s2769,The Last Kingdom,Movie,Netflix,Comedy,6.4,55,80.0,2024,10,10,6.04,Recent,2180,6.86,68.5,152111,20.3,694
s2770,The Sandman,TV Show,Amazon Prime Video,Comedy,7.4,84,,2021,11,11,7.8,Recent,2180,6.86,68.5,152111,20.3,694
s2771,Between Us,Movie,Hulu,Drama,6.9,78,114.0,2022,1,1,7.26,Recent,2832,6.82,67.28,188250,20.92,853
s2772,When You Return,Movie,HBO Max,War,6.4,69,128.0,2025,49,49,6.6,Recent,102,6.88,68.19,7395,18.04,32
s2773,The Boys: Return,TV Show,Hulu,Kids,5.4,56,,2023,16,16,5.48,Recent,388,6.81,67.13,28861,,114
s2774,The Cartographer,Movie,Hulu,Drama,6.8,66,147.0,2025,88,88,6.72,Recent,2832,6.82,67.28,188250,20.92,853
s2775,When Love Breaks,Movie,HBO Max,Crime,6.3,54,80.0,2020,9,9,5.94,Recent,1002,6.83,68.01,65679,20.92,261
s2776,Midnight,Movie,Peacock,Crime,7.7,76,83.0,2017,2,2,7.66,Recent,1002,6.83,68.01,65679,20.92,261
s2777,Labyrinth,Movie,Disney+,Sci-Fi,5.0,54,118.0,2024,72,72,5.16,Recent,873,6.85,68.19,83711,48.59,303
s2778,The Bear,TV Show,Netflix,Reality TV,6.7,72,,2022,1,1,6.9,Recent,618,6.56,65.36,37974,,146
s2779,In the Depths of Night,Movie,Apple TV+,Comedy,9.0,93,87.0,2017,3,3,9.12,Recent,2180,6.86,68.5,152111,20.3,694
s2780,A Fragile Heart,Movie,Amazon Prime Video,Drama,7.2,70,149.0,2025,25,25,7.12,Recent,2832,6.82,67.28,188250,20.92,853
s2781,The Queen's Gambit,Movie,Netflix,Thriller,7.2,75,160.0,2022,2,2,7.32,Recent,1155,6.79,67.52,83691,20.39,367
s2782,Beyond Reality,Movie,Amazon Prime Video,Action,5.5,53,88.0,2017,10,10,5.42,Recent,1078,6.78,67.18,72029,49.17,321
s2783,A Dark Mirror,Movie,HBO Max,Drama,8.0,83,135.0,2023,58,58,8.12,Recent,2832,6.82,67.28,188250,20.92,853
s2784,Resurrection,Movie,Netflix,Romance,6.0,73,94.0,2018,21,21,6.52,Recent,590,6.8,67.26,45855,19.1,187
s2785,The Queen's Gambit,Movie,Peacock,Horror,6.2,56,69.0,2015,273,273,5.96,Mid,519,6.55,64.52,39706,21.33,128
s2786,The Diplomat,TV Show,Netflix,Documentary,9.0,92,,2005,19,19,9.08,Older,1065,6.91,68.65,61809,3.64,360
s2787,Labyrinth,Movie,HBO Max,Sci-Fi,6.7,63,64.0,2026,1,1,6.54,Recent,873,6.85,68.19,83711,48.59,303
s2788,Ozark,TV Show,Paramount+,Sports,7.1,65,,2023,2,2,6.86,Recent,76,6.82,68.59,11368,,26
s2789,The Diplomat,TV Show,Disney+,Drama,7.9,65,,2026,24,24,7.34,Recent,2832,6.82,67.28,188250,20.92,853
s2790,The Last Journey,Movie,Netflix,Animation,8.1,82,115.0,2023,3,3,8.14,Recent,876,6.8,67.75,72738,52.61,267
s2791,Beyond the Silence,Movie,Amazon Prime Video,Thriller,6.6,68,89.0,2013,7,7,6.68,Mid,1155,6.79,67.52,83691,20.39,367
s2792,Black Mirror: Return,TV Show,Amazon Prime Video,Crime,6.8,80,,2001,20,20,7.28,Older,1002,6.83,68.01,65679,20.92,261
s2793,The Last Summer,Movie,Netflix,Drama,6.3,76,130.0,2023,0,0,6.82,Recent,2832,6.82,67.28,188250,20.92,853
s2794,Fallout,TV Show,Hulu,Mystery,5.8,50,,2019,10,10,5.48,Recent,368,6.97,69.91,26928,18.61,156
s2795,Only Murders,TV Show,Netflix,Comedy,5.1,44,,2016,96,96,4.82,Recent,2180,6.86,68.5,152111,20.3,694
s2796,A Quiet Place,Movie,Netflix,Adventure,8.2,89,106.0,2025,2,2,8.48,Recent,332,6.86,67.9,29049,19.63,104
s2797,The Marvelous Mrs,TV Show,Netflix,Kids,7.0,64,,2021,0,0,6.76,Recent,388,6.81,67.13,28861,,114
s2798,Black Mirror,TV Show,HBO Max,Documentary,7.1,77,,1984,95,95,7.34,Older,1065,6.91,68.65,61809,3.64,360
s2799,The Last Light,Movie,Netflix,Action,6.9,77,71.0,2012,5,5,7.22,Mid,1078,6.78,67.18,72029,49.17,321
s2800,When You Return,Movie,Amazon Prime Video,Drama,6.7,65,99.0,2022,6,6,6.62,Recent,2832,6.82,67.28,188250,20.92,853
s2801,In the Heart of Winter,Movie,Netflix,Horror,6.0,67,137.0,2017,3,3,6.28,Recent,519,6.55,64.52,39706,21.33,128
s2802,Succession,TV Show,Hulu,Sci-Fi,7.6,80,,2005,3,3,7.76,Older,873,6.85,68.19,83711,48.59,303
s2803,Money Heist,TV Show,Amazon Prime Video,Thriller,5.8,62,,2021,11,11,5.96,Recent,1155,6.79,67.52,83691,20.39,367
s2804,A Fragile Heart,Movie,Disney+,Documentary,5.9,68,102.0,2016,82,82,6.26,Recent,1065,6.91,68.65,61809,3.64,360
s2805,When Night Comes,Movie,Netflix,Animation,7.5,80,119.0,2013,68,68,7.7,Mid,876,6.8,67.75,72738,52.61,267
s2806,Between Us,Movie,Netflix,Comedy,4.8,54,113.0,2024,0,0,5.04,Recent,2180,6.86,68.5,152111,20.3,694
s2807,When Night Comes,Movie,Paramount+,Action,6.1,73,73.0,2023,9,9,6.58,Recent,1078,6.78,67.18,72029,49.17,321
s2808,The Pilgrim,Movie,Hulu,Documentary,8.0,79,78.0,2026,18,18,7.96,Recent,1065,6.91,68.65,61809,3.64,360
s2809,Reacher,TV Show,Hulu,Reality TV,6.5,59,,2012,1050,1050,6.26,Mid,618,6.56,65.36,37974,,146
s2810,Between Lines,Movie,Netflix,Adventure,8.0,99,112.0,2019,2117,2117,8.76,Recent,332,6.86,67.9,29049,19.63,104
s2811,In the Heart of Winter,Movie,Hulu,Adventure,8.7,77,117.0,2025,51,51,8.3,Recent,332,6.86,67.9,29049,19.63,104
s2812,Beyond Reality,Movie,JioCinema,Drama,8.2,74,86.0,2019,44,44,7.88,Recent,2832,6.82,67.28,188250,20.92,853
s2813,The Last Journey,Movie,Netflix,Drama,5.7,51,76.0,1982,19,19,5.46,Older,2832,6.82,67.28,188250,20.92,853
s2814,The Last Witness,Movie,Disney+,Romance,7.8,63,89.0,2017,291,291,7.2,Recent,590,6.8,67.26,45855,19.1,187
s2815,Between Lines,Movie,Disney+,Romance,6.6,66,40.0,2015,4,4,6.6,Mid,590,6.8,67.26,45855,19.1,187
s2816,Between Lines,Movie,Netflix,Comedy,5.8,61,108.0,2023,24,24,5.92,Recent,2180,6.86,68.5,152111,20.3,694
s2817,Beyond Shadows,Movie,Netflix,Documentary,6.0,63,64.0,1999,5,5,6.12,Older,1065,6.91,68.65,61809,3.64,360
s2818,Ted Lasso,TV Show,Amazon Prime Video,Animation,5.7,51,,2014,107,107,5.46,Mid,876,6.8,67.75,72738,52.61,267
s2819,Beyond Reality,Movie,Disney+,Action,8.2,75,109.0,1990,3,3,7.92,Older,1078,6.78,67.18,72029,49.17,321
s2820,Ozark,TV Show,Disney+,Reality TV,5.3,48,,2018,3,3,5.1,Recent,618,6.56,65.36,37974,,146
s2821,Beyond Reality,Movie,Amazon Prime Video,Drama,5.6,82,52.0,2024,77,77,6.64,Recent,2832,6.82,67.28,188250,20.92,853
s2822,The Witcher: Revenge,TV Show,Amazon Prime Video,Comedy,6.0,59,,1990,5,5,5.96,Older,2180,6.86,68.5,152111,20.3,694
s2823,A Broken Promise,Movie,Netflix,Drama,7.9,85,109.0,2024,33,33,8.14,Recent,2832,6.82,67.28,188250,20.92,853
s2824,Only Murders,TV Show,HBO Max,Sci-Fi,7.6,84,,2018,4,4,7.92,Recent,873,6.85,68.19,83711,48.59,303
s2825,Stranger Things,TV Show,Netflix,Drama,6.0,62,,1986,11,11,6.08,Older,2832,6.82,67.28,188250,20.92,853
s2826,When We Were Young,Movie,Disney+,Drama,6.3,56,155.0,2026,1,1,6.02,Recent,2832,6.82,67.28,188250,20.92,853
s2827,House of Cards: Legacy,TV Show,Amazon Prime Video,Drama,4.6,53,,2025,2,2,4.88,Recent,2832,6.82,67.28,188250,20.92,853
s2828,Between Two Worlds,Movie,Netflix,Adventure,7.4,87,143.0,2013,8,8,7.92,Mid,332,6.86,67.9,29049,19.63,104
s2829,The Astronaut,Movie,Amazon Prime Video,Comedy,5.3,53,114.0,2022,138,138,5.3,Recent,2180,6.86,68.5,152111,20.3,694
s2830,The Last Light,Movie,Hulu,Comedy,7.4,69,112.0,2022,1,1,7.2,Recent,2180,6.86,68.5,152111,20.3,694
s2831,In the Depths of Night,Movie,Apple TV+,Action,8.1,92,67.0,2022,1,1,8.54,Recent,1078,6.78,67.18,72029,49.17,321
s2832,The Oracle,Movie,Hulu,Animation,6.1,54,80.0,2022,11,11,5.82,Recent,876,6.8,67.75,72738,52.61,267
s2833,Between Tomorrow and Never,Movie,Hulu,Comedy,6.7,70,119.0,2025,1,1,6.82,Recent,2180,6.86,68.5,152111,20.3,694
s2834,The Sandman,TV Show,Netflix,Reality TV,6.9,58,,1997,3,3,6.46,Older,618,6.56,65.36,37974,,146
s2835,A Dark Mirror,Movie,Amazon Prime Video,Thriller,7.3,79,121.0,2026,0,0,7.54,Recent,1155,6.79,67.52,83691,20.39,367
s2836,A Quiet Place,Movie,Crunchyroll,Action,7.9,77,175.0,2022,160,160,7.82,Recent,1078,6.78,67.18,72029,49.17,321
s2837,Between Lives,Movie,Hulu,Sci-Fi,6.8,71,107.0,2000,0,0,6.92,Older,873,6.85,68.19,83711,48.59,303
s2838,In the Depths of Night,Movie,HBO Max,Documentary,6.9,57,118.0,2022,15,15,6.42,Recent,1065,6.91,68.65,61809,3.64,360
s2839,Fallout,TV Show,Disney+,Comedy,6.8,68,,2004,8,8,6.8,Older,2180,6.86,68.5,152111,20.3,694
s2840,The White Lotus,TV Show,Netflix,Comedy,5.9,58,,2023,10,10,5.86,Recent,2180,6.86,68.5,152111,20.3,694
s2841,The Lincoln Lawyer,TV Show,Netflix,Drama,7.1,75,,2014,39,39,7.26,Mid,2832,6.82,67.28,188250,20.92,853
s2842,Stranger Things,TV Show,Hulu,Comedy,8.1,80,,2014,46,46,8.06,Mid,2180,6.86,68.5,152111,20.3,694
s2843,The Gentlemen,TV Show,HBO Max,Anime,7.7,68,,2025,215,215,7.34,Recent,287,6.84,67.46,28260,,88
s2844,Between Us,Movie,Netflix,Romance,6.8,60,123.0,2025,47,47,6.48,Recent,590,6.8,67.26,45855,19.1,187
s2845,When Night Comes,Movie,Netflix,Action,6.0,53,152.0,2013,18,18,5.72,Mid,1078,6.78,67.18,72029,49.17,321
s2846,Lupin,TV Show,Disney+,Documentary,8.1,86,,2011,160,160,8.3,Mid,1065,6.91,68.65,61809,3.64,360
s2847,Vertigo,Movie,Amazon Prime Video,Adventure,6.0,61,130.0,2016,72,72,6.04,Recent,332,6.86,67.9,29049,19.63,104
s2848,In the Shadow of Giants,Movie,Netflix,Action,6.1,50,102.0,2018,40,40,5.66,Recent,1078,6.78,67.18,72029,49.17,321
s2849,The Recruit: Legacy,TV Show,Apple TV+,Drama,6.8,50,,2023,2016,2016,6.08,Recent,2832,6.82,67.28,188250,20.92,853
s2850,Dark,TV Show,Netflix,Crime,6.3,73,,2021,27,27,6.7,Recent,1002,6.83,68.01,65679,20.92,261
s2851,Squid Game,TV Show,Disney+,Drama,6.3,71,,2026,0,0,6.62,Recent,2832,6.82,67.28,188250,20.92,853
s2852,Succession,TV Show,Disney+,Animation,5.8,66,,2017,733,733,6.12,Recent,876,6.8,67.75,72738,52.61,267
s2853,The Gentlemen,TV Show,Amazon Prime Video,Drama,8.5,79,,2021,45,45,8.26,Recent,2832,6.82,67.28,188250,20.92,853
s2854,The Sandman,TV Show,Disney+,Mystery,6.0,55,,2005,3,3,5.8,Older,368,6.97,69.91,26928,18.61,156
s2855,The Recruit: Uprising,TV Show,Netflix,Drama,6.2,68,,2024,7,7,6.44,Recent,2832,6.82,67.28,188250,20.92,853
s2856,A Broken Promise,Movie,Apple TV+,Drama,7.4,70,125.0,2015,31,31,7.24,Mid,2832,6.82,67.28,188250,20.92,853
s2857,The Empress: Legacy,TV Show,Netflix,Mystery,6.9,74,,1997,90,90,7.1,Older,368,6.97,69.91,26928,18.61,156
s2858,The Last of Us,TV Show,HBO Max,Mystery,8.3,85,,2011,306,306,8.38,Mid,368,6.97,69.91,26928,18.61,156
s2859,The Last Light,Movie,Amazon Prime Video,Thriller,5.9,74,118.0,2025,1,1,6.5,Recent,1155,6.79,67.52,83691,20.39,367
s2860,When You Return,Movie,Amazon Prime Video,Comedy,8.6,77,69.0,1996,74,74,8.24,Older,2180,6.86,68.5,152111,20.3,694
s2861,Bridgerton,TV Show,Disney+,Animation,5.9,64,,2017,27,27,6.1,Recent,876,6.8,67.75,72738,52.61,267
s2862,The Pilgrim,Movie,Disney+,Horror,6.7,71,83.0,2021,29,29,6.86,Recent,519,6.55,64.52,39706,21.33,128
s2863,Echoes,Movie,Netflix,Action,7.4,86,142.0,2000,3,3,7.88,Older,1078,6.78,67.18,72029,49.17,321
s2864,Beyond Forever,Movie,Disney+,Fantasy,8.8,93,115.0,2005,3,3,9.0,Older,286,6.76,67.0,13827,49.88,83
s2865,The Conductor,Movie,Hulu,Drama,7.7,69,138.0,2001,31,31,7.38,Older,2832,6.82,67.28,188250,20.92,853
s2866,Revelation,Movie,Hulu,Comedy,4.3,57,118.0,1998,61,61,4.86,Older,2180,6.86,68.5,152111,20.3,694
s2867,Succession,TV Show,Netflix,Comedy,7.5,68,,2025,3,3,7.22,Recent,2180,6.86,68.5,152111,20.3,694
s2868,Between Lines,Movie,Netflix,Drama,4.1,45,148.0,1989,35,35,4.26,Older,2832,6.82,67.28,188250,20.92,853
s2869,Between Us,Movie,Amazon Prime Video,Romance,6.9,66,70.0,2016,0,0,6.78,Recent,590,6.8,67.26,45855,19.1,187
s2870,The Recruit,TV Show,Netflix,Drama,5.8,54,,2005,10,10,5.64,Older,2832,6.82,67.28,188250,20.92,853
s2871,Peaky Blinders: Origins,TV Show,Amazon Prime Video,Anime,6.9,75,,2018,4,4,7.14,Recent,287,6.84,67.46,28260,,88
s2872,The Marvelous Mrs: Origins,TV Show,Hulu,Kids,8.4,96,,2022,94,94,8.88,Recent,388,6.81,67.13,28861,,114
s2873,The Oracle,Movie,Disney+,Crime,7.2,62,104.0,2026,36,36,6.8,Recent,1002,6.83,68.01,65679,20.92,261
s2874,Eclipse,Movie,Netflix,Drama,8.2,90,118.0,2017,14,14,8.52,Recent,2832,6.82,67.28,188250,20.92,853
s2875,Beyond the Horizon,Movie,Amazon Prime Video,Romance,6.8,66,92.0,2022,3,3,6.72,Recent,590,6.8,67.26,45855,19.1,187
s2876,In the Heart of Winter,Movie,Amazon Prime Video,Sci-Fi,6.6,60,103.0,1996,9,9,6.36,Older,873,6.85,68.19,83711,48.59,303
s2877,The White Lotus,TV Show,Netflix,Thriller,6.0,57,,2019,6,6,5.88,Recent,1155,6.79,67.52,83691,20.39,367
s2878,A Silent Echo,Movie,Disney+,Thriller,4.1,53,92.0,2022,9,9,4.58,Recent,1155,6.79,67.52,83691,20.39,367
s2879,Vertigo,Movie,Netflix,Drama,6.6,63,101.0,1988,44,44,6.48,Older,2832,6.82,67.28,188250,20.92,853
s2880,The Diplomat: Revenge,TV Show,Netflix,Drama,6.3,60,,2018,2,2,6.18,Recent,2832,6.82,67.28,188250,20.92,853
s2881,The Last Dance,Movie,Disney+,Action,8.9,89,75.0,2021,240,240,8.9,Recent,1078,6.78,67.18,72029,49.17,321
s2882,The Oracle,Movie,Amazon Prime Video,Comedy,5.9,46,108.0,2023,4,4,5.38,Recent,2180,6.86,68.5,152111,20.3,694
s2883,In the Heart of Winter,Movie,Hulu,Drama,7.0,72,107.0,2017,6,6,7.08,Recent,2832,6.82,67.28,188250,20.92,853
s2884,Beyond Reality,Movie,Netflix,Comedy,6.5,77,106.0,2004,0,0,6.98,Older,2180,6.86,68.5,152111,20.3,694
s2885,House of Cards,TV Show,Amazon Prime Video,Drama,7.5,71,,2020,0,0,7.34,Recent,2832,6.82,67.28,188250,20.92,853
s2886,Beyond the Horizon,Movie,Amazon Prime Video,Romance,5.6,48,164.0,2010,0,0,5.28,Mid,590,6.8,67.26,45855,19.1,187
s2887,Emily in Paris,TV Show,Hulu,Animation,9.7,87,,2026,380,380,9.3,Recent,876,6.8,67.75,72738,52.61,267
s2888,Paradox,Movie,Disney+,Adventure,6.1,49,109.0,2023,24,24,5.62,Recent,332,6.86,67.9,29049,19.63,104
s2889,Between Lines,Movie,Netflix,Drama,4.9,38,100.0,2021,17,17,4.46,Recent,2832,6.82,67.28,188250,20.92,853
s2890,Between Two Worlds,Movie,HBO Max,Thriller,6.2,78,111.0,2026,55,55,6.84,Recent,1155,6.79,67.52,83691,20.39,367
s2891,Lupin: Return,TV Show,Amazon Prime Video,Drama,7.2,68,,2016,13,13,7.04,Recent,2832,6.82,67.28,188250,20.92,853
s2892,The Witcher,TV Show,HBO Max,Reality TV,8.0,83,,2025,7,7,8.12,Recent,618,6.56,65.36,37974,,146
s2893,When Night Comes,Movie,Peacock,Thriller,6.2,45,70.0,2024,35,35,5.52,Recent,1155,6.79,67.52,83691,20.39,367
s2894,Between Lines,Movie,Peacock,Drama,6.5,76,152.0,2021,14,14,6.94,Recent,2832,6.82,67.28,188250,20.92,853
s2895,Squid Game,TV Show,Amazon Prime Video,Kids,5.7,53,,2020,12,12,5.54,Recent,388,6.81,67.13,28861,,114
s2896,Black Mirror,TV Show,Amazon Prime Video,Comedy,7.2,79,,2005,29,29,7.48,Older,2180,6.86,68.5,152111,20.3,694
s2897,Beyond Forever,Movie,Hulu,Action,7.3,87,125.0,1982,7,7,7.86,Older,1078,6.78,67.18,72029,49.17,321
s2898,A Silent Echo,Movie,Amazon Prime Video,Thriller,7.2,73,94.0,2024,153,153,7.24,Recent,1155,6.79,67.52,83691,20.39,367
s2899,Kingdom,TV Show,Amazon Prime Video,Drama,6.7,64,,1985,133,133,6.58,Older,2832,6.82,67.28,188250,20.92,853
s2900,In the Heart of Winter,Movie,Amazon Prime Video,Sci-Fi,6.2,75,122.0,2020,11,11,6.72,Recent,873,6.85,68.19,83711,48.59,303
s2901,The Gentlemen,TV Show,Netflix,Drama,9.0,79,,2018,1,1,8.56,Recent,2832,6.82,67.28,188250,20.92,853
s2902,The Last Whisper,Movie,HBO Max,Drama,9.8,99,134.0,2020,19,19,9.84,Recent,2832,6.82,67.28,188250,20.92,853
s2903,Echoes,Movie,Amazon Prime Video,Sci-Fi,4.0,39,70.0,2010,207,207,3.96,Mid,873,6.85,68.19,83711,48.59,303
s2904,Stranger Things,TV Show,HBO Max,Anime,6.3,75,,2020,5,5,6.78,Recent,287,6.84,67.46,28260,,88
s2905,The Watchmaker,Movie,Disney+,Thriller,5.9,52,122.0,2021,30,30,5.62,Recent,1155,6.79,67.52,83691,20.39,367
s2906,A Quiet Place,Movie,Amazon Prime Video,Action,5.9,74,180.0,2016,32,32,6.5,Recent,1078,6.78,67.18,72029,49.17,321
s2907,The Witcher: Uprising,TV Show,Hulu,Talk Show,5.9,79,,2024,1,1,6.7,Recent,138,6.73,66.49,11180,,49
s2908,Eclipse,Movie,Hulu,Action,5.9,53,130.0,2015,8,8,5.66,Mid,1078,6.78,67.18,72029,49.17,321
s2909,Beyond Reality,Movie,Disney+,Comedy,7.4,80,104.0,2025,67,67,7.64,Recent,2180,6.86,68.5,152111,20.3,694
s2910,The Last Light,Movie,Amazon Prime Video,Drama,7.5,71,82.0,2023,7,7,7.34,Recent,2832,6.82,67.28,188250,20.92,853
s2911,Between Lines,Movie,Hulu,Comedy,6.7,52,101.0,2021,19,19,6.1,Recent,2180,6.86,68.5,152111,20.3,694
s2912,House of Cards,TV Show,Peacock,Reality TV,6.9,79,,2015,54,54,7.3,Mid,618,6.56,65.36,37974,,146
s2913,Labyrinth,Movie,Netflix,Action,5.1,35,65.0,2021,14,14,4.46,Recent,1078,6.78,67.18,72029,49.17,321
